Weekday,timeInterval,checkHashtags,index,likeRank
Wednesday,6-9,1,846,medium
Wednesday,3-6,1,847,medium
Tuesday,12-15,1,850,medium
Tuesday,9-12,1,851,medium
Monday,12-15,1,852,medium
Monday,12-15,0,853,low
Monday,9-12,1,854,high
Monday,9-12,1,855,high
Monday,6-9,1,856,medium
Monday,6-9,1,857,high
Monday,6-9,1,858,medium
Sunday,12-15,1,859,medium
Sunday,12-15,1,860,medium
Sunday,9-12,1,861,high
Sunday,3-6,1,862,high
Saturday,12-15,1,863,medium
Saturday,12-15,1,864,medium
Saturday,3-6,1,865,high
Friday,9-12,1,867,medium
Friday,9-12,1,868,medium
Friday,9-12,1,869,high
Friday,6-9,1,870,high
Friday,3-6,1,871,high
Thursday,9-12,1,872,medium
Thursday,9-12,1,873,high
Thursday,6-9,1,874,high
Wednesday,21-24,1,875,high
Wednesday,9-12,1,877,high
Wednesday,9-12,1,878,high
Wednesday,9-12,1,879,medium
Wednesday,6-9,1,880,high
Tuesday,12-15,1,882,medium
Tuesday,9-12,1,883,medium
Tuesday,0-3,1,884,low
Monday,9-12,1,885,low
Monday,6-9,1,886,high
Monday,3-6,1,887,high
Sunday,6-9,1,889,medium
Sunday,3-6,1,890,medium
Sunday,0-3,1,891,medium
Saturday,12-15,1,894,medium
Saturday,6-9,1,895,low
Saturday,0-3,1,896,medium
Friday,12-15,1,897,low
Friday,9-12,1,898,high
Friday,6-9,1,899,high
Friday,3-6,1,900,medium
Thursday,15-18,1,901,high
Thursday,9-12,1,903,medium
Thursday,9-12,1,904,medium
Thursday,6-9,1,905,high
Thursday,6-9,1,906,high
Thursday,3-6,1,907,high
Wednesday,9-12,1,909,high
Wednesday,6-9,1,910,medium
Wednesday,3-6,1,911,high
Tuesday,21-24,1,912,low
Tuesday,6-9,1,913,medium
Tuesday,3-6,1,914,medium
Monday,6-9,1,915,medium
Sunday,9-12,1,917,medium
Sunday,9-12,1,918,low
Sunday,6-9,1,919,high
Sunday,0-3,1,920,low
Saturday,15-18,1,921,medium
Saturday,12-15,1,923,low
Saturday,6-9,1,924,low
Saturday,3-6,1,925,low
Friday,9-12,1,929,high
Friday,9-12,1,930,high
Friday,9-12,1,931,high
Friday,6-9,1,932,medium
Friday,6-9,1,933,high
Thursday,15-18,1,934,high
Thursday,6-9,1,936,high
Wednesday,3-6,1,938,medium
Wednesday,0-3,1,939,medium
Tuesday,9-12,1,940,high
Tuesday,9-12,1,942,medium
Tuesday,6-9,1,943,medium
Tuesday,3-6,1,944,low
Monday,9-12,1,947,low
Monday,9-12,1,948,high
Monday,3-6,1,949,medium
Sunday,15-18,1,950,medium
Sunday,6-9,1,954,medium
Sunday,6-9,1,955,high
Sunday,3-6,1,956,low
Sunday,3-6,1,957,medium
Saturday,9-12,1,959,high
Saturday,9-12,1,960,medium
Saturday,6-9,1,961,high
Saturday,6-9,1,962,medium
Friday,15-18,1,963,low
Friday,9-12,1,966,low
Friday,6-9,1,967,medium
Thursday,9-12,1,968,medium
Thursday,6-9,1,969,medium
Thursday,3-6,1,970,medium
Wednesday,9-12,1,971,low
Wednesday,6-9,1,972,medium
Wednesday,3-6,1,974,low
Tuesday,15-18,1,975,low
Tuesday,9-12,1,976,medium
Tuesday,6-9,1,978,low
Monday,12-15,1,981,low
Monday,6-9,1,983,high
Sunday,9-12,1,985,high
Sunday,9-12,1,986,low
Sunday,6-9,1,987,high
Sunday,6-9,1,988,low
Sunday,6-9,1,989,medium
Sunday,3-6,1,990,medium
Sunday,3-6,1,991,high
Sunday,3-6,1,992,low
Sunday,0-3,1,993,low
Saturday,9-12,1,995,low
Saturday,9-12,1,996,low
Saturday,6-9,1,997,low
Friday,9-12,1,998,high
Friday,6-9,1,999,medium
Friday,3-6,1,1000,medium
Friday,0-3,1,1001,medium
Thursday,6-9,1,1002,medium
Thursday,3-6,1,1003,medium
Wednesday,6-9,1,1004,medium
Wednesday,6-9,1,1005,medium
Wednesday,3-6,1,1006,low
Wednesday,3-6,1,1007,high
Tuesday,6-9,1,1008,medium
Monday,3-6,1,1009,medium
Monday,3-6,1,1010,medium
Sunday,6-9,1,1011,low
Sunday,6-9,1,1012,low
Sunday,3-6,1,1013,low
Sunday,3-6,0,1014,low
Sunday,3-6,1,1015,medium
Saturday,6-9,0,1016,low
Saturday,6-9,1,1017,low
Saturday,6-9,1,1018,low
Saturday,6-9,1,1019,medium
Saturday,3-6,1,1020,low
Saturday,3-6,1,1021,medium
Saturday,3-6,0,1022,low
Saturday,3-6,0,1023,low
Saturday,3-6,0,1024,low
Saturday,3-6,1,1025,low
Friday,12-15,1,1026,low
Friday,12-15,1,1027,medium
Friday,9-12,1,1028,low
Friday,9-12,1,1030,low
Friday,9-12,1,1031,medium
Friday,6-9,1,1032,medium
Friday,6-9,1,1033,medium
Friday,6-9,1,1034,medium
Friday,3-6,1,1035,medium
Friday,3-6,1,1036,medium
Friday,0-3,0,1037,low
Friday,0-3,0,1038,low
Thursday,12-15,1,1039,medium
Thursday,12-15,1,1040,high
Thursday,6-9,1,1041,medium
Thursday,6-9,1,1042,medium
Wednesday,9-12,1,1043,medium
Wednesday,9-12,0,1044,low
Wednesday,6-9,1,1046,medium
Wednesday,6-9,1,1047,low
Wednesday,6-9,1,1048,high
Tuesday,9-12,1,1049,high
Tuesday,9-12,1,1050,high
Tuesday,6-9,1,1051,medium
Tuesday,6-9,1,1052,high
Monday,12-15,1,1054,medium
Monday,9-12,0,1056,medium
Sunday,9-12,1,1058,high
Sunday,9-12,1,1059,low
Sunday,9-12,1,1060,low
Sunday,3-6,1,1061,medium
Sunday,3-6,1,1062,high
Saturday,12-15,1,1063,medium
Saturday,6-9,1,1064,medium
Friday,12-15,1,1066,medium
Friday,9-12,1,1067,medium
Friday,9-12,1,1068,medium
Friday,6-9,0,1069,medium
Friday,3-6,1,1070,medium
Thursday,9-12,1,1071,medium
Thursday,6-9,1,1072,low
Thursday,6-9,1,1074,medium
Thursday,3-6,0,1075,high
Wednesday,12-15,1,1076,medium
Wednesday,12-15,1,1077,medium
Wednesday,9-12,1,1078,medium
Wednesday,9-12,1,1079,high
Wednesday,9-12,1,1080,medium
Wednesday,9-12,1,1081,medium
Tuesday,12-15,1,1082,high
Tuesday,6-9,1,1084,medium
Monday,12-15,1,1085,medium
Monday,9-12,1,1086,low
Monday,9-12,1,1087,low
Monday,9-12,1,1088,medium
Monday,6-9,1,1089,medium
Monday,3-6,1,1091,medium
Monday,3-6,1,1092,medium
Saturday,9-12,1,1093,medium
Saturday,9-12,1,1094,medium
Saturday,6-9,1,1095,low
Friday,9-12,1,1096,medium
Thursday,6-9,1,1097,high
Wednesday,3-6,1,1098,medium
Tuesday,9-12,1,1099,high
Tuesday,3-6,1,1100,medium
Monday,9-12,1,1101,high
Monday,9-12,1,1102,high
Monday,6-9,1,1103,medium
Monday,3-6,1,1105,high
Monday,3-6,1,1106,low
Sunday,12-15,1,1107,medium
Sunday,9-12,1,1108,high
Saturday,6-9,1,1109,low
Saturday,6-9,1,1111,low
Friday,12-15,1,1112,medium
Friday,12-15,1,1113,low
Friday,9-12,1,1114,high
Friday,9-12,1,1115,medium
Friday,6-9,1,1117,medium
Friday,3-6,1,1119,medium
Thursday,12-15,1,1120,medium
Thursday,9-12,1,1121,high
Thursday,6-9,1,1122,high
Thursday,3-6,1,1123,low
Thursday,0-3,1,1124,medium
Thursday,0-3,1,1125,medium
Wednesday,9-12,1,1126,medium
Wednesday,9-12,1,1127,high
Wednesday,6-9,1,1128,high
Wednesday,6-9,1,1129,high
Wednesday,3-6,1,1130,medium
Wednesday,3-6,1,1131,medium
Monday,12-15,1,1132,high
Monday,9-12,1,1133,high
Monday,9-12,1,1134,high
Monday,6-9,1,1136,high
Monday,3-6,1,1137,low
Sunday,9-12,1,1138,medium
Sunday,9-12,1,1139,medium
Sunday,6-9,1,1140,low
Sunday,6-9,1,1141,high
Sunday,3-6,1,1142,medium
Sunday,3-6,1,1143,low
Saturday,9-12,1,1144,medium
Saturday,9-12,1,1145,medium
Saturday,6-9,1,1147,medium
Saturday,3-6,1,1148,high
Saturday,3-6,1,1149,low
Friday,12-15,1,1150,medium
Friday,12-15,1,1151,low
Friday,12-15,1,1152,medium
Friday,9-12,1,1153,medium
Friday,6-9,1,1154,high
Friday,6-9,1,1155,high
Friday,6-9,1,1156,high
Friday,3-6,1,1157,high
Friday,3-6,1,1158,low
Thursday,12-15,1,1159,low
Thursday,12-15,1,1160,medium
Thursday,9-12,1,1161,high
Thursday,9-12,1,1162,medium
Thursday,9-12,1,1163,medium
Thursday,3-6,1,1164,high
Thursday,3-6,1,1165,medium
Wednesday,9-12,1,1166,high
Wednesday,9-12,1,1167,medium
Tuesday,9-12,1,1169,medium
Tuesday,9-12,1,1170,medium
Tuesday,6-9,1,1171,high
Tuesday,3-6,1,1172,high
Tuesday,3-6,1,1173,high
Tuesday,0-3,1,1174,low
Monday,9-12,1,1175,medium
Monday,9-12,1,1176,high
Monday,6-9,1,1177,high
Monday,3-6,1,1178,medium
Monday,3-6,1,1179,low
Sunday,12-15,1,1180,medium
Sunday,3-6,1,1181,medium
Saturday,12-15,1,1182,medium
Saturday,6-9,1,1183,low
Friday,12-15,1,1184,medium
Friday,12-15,1,1185,low
Friday,9-12,1,1186,medium
Friday,9-12,1,1187,high
Friday,6-9,1,1188,high
Friday,6-9,1,1189,high
Friday,3-6,1,1190,high
Friday,3-6,0,1191,low
Friday,0-3,1,1192,low
Thursday,12-15,1,1193,medium
Thursday,12-15,1,1194,low
Thursday,12-15,1,1195,low
Thursday,12-15,1,1196,low
Thursday,9-12,1,1198,high
Thursday,9-12,1,1199,medium
Thursday,6-9,1,1200,medium
Thursday,6-9,1,1201,medium
Thursday,6-9,1,1202,high
Wednesday,12-15,1,1203,low
Wednesday,12-15,1,1204,low
Wednesday,12-15,1,1205,low
Wednesday,6-9,1,1206,medium
Wednesday,6-9,1,1207,medium
Wednesday,6-9,1,1208,low
Wednesday,0-3,0,1210,high
Tuesday,6-9,1,1213,medium
Tuesday,3-6,1,1214,low
Monday,9-12,1,1216,medium
Monday,6-9,1,1217,medium
Monday,6-9,1,1218,high
Monday,3-6,1,1219,medium
Monday,3-6,1,1220,low
Sunday,3-6,1,1221,medium
Sunday,3-6,1,1222,low
Saturday,9-12,1,1223,low
Saturday,9-12,0,1224,low
Saturday,6-9,1,1225,low
Thursday,12-15,1,1226,medium
Thursday,9-12,1,1227,medium
Thursday,9-12,1,1228,medium
Thursday,9-12,1,1229,medium
Thursday,6-9,1,1230,medium
Thursday,6-9,1,1231,high
Thursday,3-6,1,1232,medium
Wednesday,12-15,1,1233,medium
Wednesday,12-15,1,1234,medium
Wednesday,12-15,1,1235,low
Wednesday,9-12,1,1237,medium
Wednesday,6-9,1,1239,high
Wednesday,3-6,1,1241,medium
Tuesday,12-15,1,1243,medium
Tuesday,9-12,1,1244,low
Tuesday,6-9,1,1246,medium
Tuesday,0-3,1,1248,low
Monday,9-12,1,1251,medium
Monday,9-12,1,1252,high
Monday,6-9,1,1253,low
Sunday,9-12,0,1254,low
Sunday,6-9,1,1255,low
Sunday,3-6,1,1256,low
Sunday,3-6,0,1257,medium
Saturday,12-15,1,1258,low
Saturday,9-12,1,1259,low
Saturday,6-9,0,1260,low
Saturday,6-9,1,1261,low
Saturday,6-9,0,1262,low
Friday,9-12,0,1263,medium
Friday,9-12,1,1264,medium
Friday,9-12,1,1265,high
Friday,6-9,1,1266,medium
Friday,3-6,1,1267,high
Friday,3-6,1,1268,low
Thursday,12-15,1,1269,medium
Thursday,9-12,1,1270,medium
Thursday,9-12,1,1271,medium
Thursday,9-12,1,1272,medium
Thursday,6-9,1,1273,low
Thursday,6-9,1,1274,high
Thursday,3-6,1,1275,low
Wednesday,12-15,1,1277,low
Wednesday,9-12,1,1278,low
Wednesday,9-12,1,1279,low
Wednesday,6-9,1,1280,medium
Wednesday,6-9,1,1281,high
Wednesday,3-6,1,1283,medium
Wednesday,0-3,1,1285,low
Tuesday,12-15,1,1286,low
Tuesday,9-12,1,1287,low
Tuesday,9-12,1,1288,low
Tuesday,0-3,1,1290,medium
Monday,12-15,1,1291,low
Monday,12-15,1,1292,low
Monday,6-9,1,1293,low
Monday,3-6,1,1294,low
Sunday,9-12,1,1295,low
Sunday,9-12,1,1296,low
Sunday,6-9,1,1297,medium
Friday,9-12,1,1300,medium
Friday,9-12,1,1301,low
Friday,6-9,0,1303,low
Friday,6-9,1,1304,low
Thursday,9-12,1,1305,low
Thursday,6-9,1,1307,low
Wednesday,9-12,1,1308,low
Wednesday,9-12,1,1309,low
Wednesday,6-9,1,1310,low
Wednesday,3-6,1,1311,low
Wednesday,3-6,1,1312,low
Tuesday,9-12,1,1313,medium
Tuesday,9-12,1,1314,low
Tuesday,6-9,1,1315,low
Tuesday,3-6,1,1317,low
Monday,12-15,1,1318,medium
Monday,6-9,1,1319,low
Monday,6-9,1,1320,low
Monday,0-3,1,1321,medium
Tuesday,0-3,1,1322,low
Friday,6-9,0,1323,medium
Thursday,9-12,1,1324,medium
Thursday,6-9,1,1326,high
Thursday,0-3,1,1327,low
Wednesday,6-9,1,1328,low
Wednesday,6-9,1,1329,low
Wednesday,3-6,1,1330,low
Wednesday,0-3,1,1331,low
Tuesday,6-9,1,1332,medium
Tuesday,6-9,1,1333,low
Tuesday,3-6,1,1334,low
Tuesday,3-6,1,1336,low
Tuesday,0-3,1,1337,low
Monday,6-9,1,1338,medium
Monday,6-9,1,1339,low
Monday,0-3,1,1340,low
Sunday,3-6,0,1341,medium
Sunday,3-6,0,1342,low
Sunday,3-6,0,1343,low
Sunday,0-3,1,1344,medium
Friday,9-12,1,1345,high
Friday,6-9,1,1346,low
Friday,0-3,1,1347,low
Thursday,9-12,1,1348,high
Thursday,9-12,1,1349,low
Thursday,9-12,1,1350,medium
Thursday,6-9,1,1351,low
Thursday,6-9,1,1352,low
Thursday,6-9,1,1353,low
Wednesday,9-12,1,1354,high
Wednesday,9-12,1,1355,low
Wednesday,9-12,1,1356,high
Wednesday,3-6,1,1357,low
Tuesday,9-12,1,1358,low
Tuesday,6-9,1,1359,high
Tuesday,3-6,1,1360,low
Tuesday,3-6,1,1361,high
Tuesday,0-3,1,1362,low
Monday,9-12,1,1363,low
Monday,6-9,1,1364,high
Monday,3-6,1,1365,low
Monday,0-3,1,1366,low
Sunday,9-12,0,1367,low
Sunday,3-6,1,1369,medium
Sunday,3-6,1,1370,high
Sunday,0-3,1,1372,low
Saturday,6-9,1,1374,low
Saturday,3-6,1,1375,low
Friday,9-12,1,1376,high
Friday,9-12,1,1377,medium
Thursday,12-15,1,1381,medium
Thursday,9-12,1,1382,medium
Thursday,3-6,1,1384,low
Thursday,0-3,1,1385,low
Thursday,0-3,1,1386,high
Wednesday,9-12,1,1387,low
Wednesday,6-9,1,1388,high
Wednesday,3-6,1,1390,low
Wednesday,0-3,1,1391,low
Tuesday,12-15,1,1392,high
Tuesday,6-9,1,1393,medium
Tuesday,3-6,1,1394,low
Sunday,9-12,0,1397,medium
Saturday,12-15,1,1398,low
Saturday,9-12,1,1399,medium
Saturday,6-9,1,1400,low
Friday,9-12,1,1401,low
Friday,6-9,1,1402,low
Friday,6-9,1,1403,high
Friday,3-6,1,1404,medium
Friday,3-6,0,1405,low
Friday,3-6,0,1406,low
Friday,0-3,1,1407,low
Thursday,9-12,1,1408,medium
Wednesday,9-12,1,1409,high
Wednesday,9-12,0,1410,medium
Wednesday,9-12,0,1411,low
Wednesday,9-12,1,1412,low
Tuesday,9-12,1,1415,medium
Tuesday,6-9,1,1416,low
Tuesday,3-6,1,1417,medium
Monday,9-12,1,1418,low
Monday,6-9,1,1419,high
Monday,6-9,1,1420,medium
Monday,3-6,1,1421,low
Monday,3-6,1,1422,medium
Monday,3-6,1,1423,low
Monday,0-3,1,1424,low
Saturday,12-15,1,1425,low
Saturday,9-12,1,1426,low
Saturday,0-3,1,1427,medium
Friday,9-12,1,1428,high
Friday,6-9,1,1429,high
Friday,3-6,1,1431,low
Friday,3-6,1,1432,low
Friday,0-3,1,1433,low
Thursday,6-9,1,1436,low
Thursday,6-9,1,1437,low
Thursday,6-9,1,1438,low
Thursday,3-6,1,1439,low
Thursday,3-6,1,1440,low
Thursday,0-3,1,1441,low
Wednesday,9-12,1,1442,low
Wednesday,6-9,0,1443,high
Wednesday,6-9,1,1444,low
Wednesday,3-6,1,1445,high
Wednesday,0-3,1,1446,low
Tuesday,6-9,1,1447,low
Tuesday,6-9,0,1448,low
Tuesday,6-9,0,1449,low
Tuesday,3-6,1,1450,low
Monday,6-9,1,1451,low
Monday,6-9,1,1452,low
Monday,6-9,1,1453,low
Monday,3-6,0,1454,medium
Monday,3-6,1,1455,low
Sunday,12-15,1,1456,low
Sunday,6-9,1,1457,medium
Saturday,12-15,1,1458,low
Saturday,3-6,1,1460,low
Friday,9-12,1,1461,low
Friday,9-12,1,1462,medium
Friday,9-12,0,1463,medium
Friday,6-9,1,1464,low
Friday,3-6,1,1465,medium
Friday,3-6,0,1466,low
Friday,0-3,1,1467,low
Thursday,12-15,1,1468,low
Thursday,6-9,1,1469,low
Thursday,3-6,0,1470,low
Thursday,3-6,0,1471,low
Thursday,3-6,0,1472,low
Thursday,3-6,1,1473,medium
Wednesday,12-15,0,1475,medium
Wednesday,9-12,0,1476,medium
Wednesday,6-9,1,1477,low
Tuesday,9-12,1,1478,low
Tuesday,6-9,1,1479,low
Monday,6-9,1,1480,low
Monday,0-3,1,1481,low
Sunday,9-12,1,1482,low
Saturday,12-15,1,1483,low
Saturday,9-12,1,1484,low
Saturday,9-12,1,1485,low
Friday,9-12,0,1486,high
Friday,6-9,1,1487,low
Friday,6-9,0,1488,low
Friday,3-6,1,1489,low
Thursday,12-15,1,1491,low
Thursday,6-9,1,1492,low
Thursday,6-9,1,1493,low
Wednesday,9-12,1,1494,low
Wednesday,6-9,1,1496,low
Monday,6-9,1,1497,low
Monday,6-9,1,1498,low
Monday,0-3,1,1499,low
Monday,0-3,1,1500,low
Sunday,9-12,1,1501,low
Sunday,3-6,1,1502,medium
Saturday,12-15,1,1503,low
Saturday,6-9,1,1504,medium
Saturday,0-3,1,1505,medium
Friday,3-6,1,1506,medium
Friday,0-3,1,1507,low
Thursday,9-12,1,1508,low
Thursday,9-12,1,1510,low
Thursday,3-6,1,1511,low
Wednesday,6-9,1,1513,low
Wednesday,6-9,1,1514,low
Wednesday,3-6,0,1515,low
Wednesday,0-3,1,1516,low
Wednesday,0-3,1,1517,low
Tuesday,3-6,1,1518,low
Tuesday,0-3,1,1519,low
Tuesday,0-3,1,1520,low
Monday,12-15,1,1521,low
Monday,9-12,1,1522,low
Monday,6-9,1,1523,low
Monday,3-6,1,1524,low
Monday,0-3,1,1525,low
Monday,0-3,0,1526,low
Sunday,3-6,1,1527,low
Sunday,3-6,1,1528,low
Saturday,3-6,1,1529,low
Saturday,3-6,0,1530,low
Friday,9-12,1,1531,low
Friday,6-9,1,1532,low
Friday,0-3,1,1533,low
Thursday,9-12,1,1534,low
Thursday,3-6,1,1535,low
Thursday,0-3,1,1536,low
Thursday,0-3,1,1537,low
Thursday,0-3,1,1538,low
Wednesday,15-18,1,1539,low
Wednesday,12-15,1,1540,high
Wednesday,3-6,1,1541,low
Wednesday,0-3,1,1542,low
Wednesday,0-3,1,1543,low
Tuesday,15-18,1,1544,low
Tuesday,9-12,1,1545,medium
Tuesday,0-3,1,1546,low
Tuesday,0-3,1,1547,medium
Tuesday,0-3,1,1548,low
Friday,15-18,1,1549,low
Friday,9-12,0,1550,low
Friday,3-6,1,1551,low
Friday,0-3,1,1552,low
Thursday,6-9,1,1553,low
Thursday,3-6,1,1554,low
Thursday,0-3,1,1555,low
Wednesday,9-12,0,1556,low
Wednesday,0-3,1,1557,low
Tuesday,3-6,1,1558,low
Tuesday,0-3,1,1559,low
Sunday,6-9,1,1560,low
Saturday,0-3,1,1561,low
Wednesday,9-12,1,1562,low
Tuesday,9-12,1,1563,low
Monday,6-9,1,1564,low
Friday,9-12,1,1565,medium
Thursday,3-6,1,1566,low
Wednesday,9-12,1,1567,low
Wednesday,0-3,1,1568,low
Monday,9-12,1,1569,low
Friday,12-15,1,1570,low
Friday,9-12,1,1571,low
Friday,3-6,1,1572,low
Thursday,0-3,1,1573,low
Wednesday,3-6,1,1574,low
Tuesday,12-15,1,1575,low
Tuesday,9-12,1,1576,low
Monday,12-15,1,1577,low
Monday,0-3,1,1578,low
Sunday,3-6,1,1579,low
Sunday,0-3,1,1580,low
Friday,0-3,1,1581,low
Monday,15-18,1,1582,low
Saturday,0-3,1,1583,low
Friday,6-9,1,1584,low